Year,Type,Country,Area,Activity,Fatal,Species ,,
1943,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,Y,,,
1943,Sea Disaster,SIERRA LEONE,,"The 21,516-ton troopship Empress of Canada torpedoed and sunk by the Italian submarine Leonardo da Vinci",Y,,,
1943,Sea Disaster,BRAZIL,,The 3540-ton Alfonso Penna was torpedoed & sunk by the Italian submarine Barbarigo,Y,,,
1943,Sea Disaster,PAPUA NEW GUINEA,Morobe Province,"Known as The Battle of the Bismarck Sea : 8 Japanese destroyers guarding a convoy of 8 transports were attacked by 129 Allied fighters, 207 bombers & 3 squadrons of the Royal Australian Air Force.",Y,,,
1943,Sea Disaster,PACIFIC OCEAN,Northwest of Papua New Guinea,The USS Wahoo torpedoes & sank the Japanese troop transport Buyo Maru,Y,,,
1943,Unprovoked,MEXICO,Veracruz,Swimming,Y,,,
1943,Unprovoked,SOLOMON ISLANDS,,Swimming,N,,,
1943,Unprovoked,IRAQ,,Swimming,N,,,
1943,Unprovoked,USA,Hawaii,Spearfishing,N,"""small sharks""",,
1943,Unprovoked,USA,Hawaii,Spearfishing,N,"""small sharks""",,
1943,Unprovoked,USA,Hawaii,,UNKNOWN,,,
1942,Unprovoked,AUSTRALIA,New South Wales,Dog paddling or standing,Y,Bull shark,,
1942,Sea Disaster,SOUTH AFRICA,KwaZulu-Natal,U-177 torpedoed & sank the troopship Nova Scotia,Y,"1.8 m to 2.4 m [6' to 8'] sharks, most were oceanic whitetip sharks",,
1942,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,N,,,
1942,Sea Disaster,SOLOMON ISLANDS,,Thrown from destroyer when shell hit,N,,,
1942,Sea Disaster,INDIAN OCEAN,,"On 6-Nov-1942, the German submarine U-68 sank the City of Cairo 5 days from Cape Town, survivors took to lifeboats & rafts. On the 15th day, a fireman jumped over the stern & was taken by sharks",Y,,,
1942,Sea Disaster,SOLOMON ISLANDS,,"Anti-Aircraft cruiser USS Atlanta (CL,-05) travelling in convoy after the Battle of Midway, encountered a Japanese flotilla (Battle of Guadalcanal) &, heavily damaged by gunfire, she was lost off Lunga Point. Victim was swimming when bitten.",N,,,
1942,Sea Disaster,SOLOMON ISLANDS / VANUATU,,Explosion & sinking of the USS Juneau after being torpedoed by the submarine I-85,Y,,,
1942,Sea Disaster,SOLOMON ISLANDS,,,Y,,,
1942,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,Y,"White shark, 4.5 m to 6 m [14'9"" to 20'] according to witnesses",,
1942,Provoked,PACIFIC OCEAN,Between Hawaii and U.S.A.,In rubber dinghy with Captain Eddie Rickenbacker for 21 days.,N,,,
1942,Sea Disaster,,Off South American coast,"Dutch merchant ship Zaandam torpedoed by the U-174 amidships, sank & dozens of survivors took to rafts & boats. One man, Izzi, who drifted 83 days on a raft related that sharks attacked many men in the water when the ship went down",Y,,,
1942,Sea Disaster,SOLOMON ISLANDS,Makora-Ulawa Province,"His ship, the US destroyer Duncan DD 485, had been sunk by crossfire from Japanese warships. He was wearing a kapok lifejacket & using 2 aluminum powder tins for floatation",N,,,
1942,Sea Disaster,ATLANTIC OCEAN,04.05N-13.23W,The 6015-ton British ship Empire Avocet was torpedoed by the German submarine U-125.,N,,,
1942,Sea Disaster,ATLANTIC OCEAN,,"The Pacquebot Laconia, enroute to Liverpool with 600 Italian prisoners onboard, was torpedoed by the German submarine U-156 and only 2 rafts were launched before the ship went down. Unable to board an overcrowded raft, he was swimming.",N,,,
1942,Unprovoked,AUSTRALIA,Queensland,Treading water,N,"Tiger shark, 2.4 m to 3 m [8' to 10']",,
1942,Sea Disaster,SOUTHWEST PACIFIC OCEAN,,Adrift on life raft,Y,Tiger shark & others,,
1942,Sea Disaster,SOLOMON ISLANDS,,Japanese aircraft shot down. He was one of two survivors rescued by the U.S. destroyer Mugford,N,,,
1942,Sea Disaster,ATLANTIC OCEAN,,The SS Potlach was torpedoed & sunk by the U-153 on 27-Jun-1942.,Y,,,
1942,Provoked,ITALY,Liguria,Sculling,N,Porbeagle shark,,
1942,Sea Disaster,BAY OF BENGAL,,A 210-ton brig was sunk by a Japanese submarine. Some of the survivors were machine-gunned & some were taken by sharks,Y,,,
1942,Invalid,BRAZIL,,boat capsized during filming,,Shark involvement prior to death unconfirmed,,
1942,Unprovoked,USA,Midway Atoll,"Plane crashed in water, men in life raft",N,,,
1942,Unprovoked,,300 miles east of St. Thomas (Virgin Islands),On life raft tethered to lifeboat. A seaman put hand over side to rinse a cup,N,,,
1942,Unprovoked,AUSTRALIA,Queensland,Diving from lugger,N,,,
1942,Invalid,INDIAN OCEAN,West of Ceylon (Sri Lanka),H.M.S. Cornwall & H.M.S.Dorsetshire sunk by Japanese dive bombers. Officers & men in the water formed a circle with 60 of their dead in the center for 36 hours,,Invalid,,
1942,Sea Disaster,CUBA,Guantanamo Province,Esso Bolivar was torpedoed & shelled by the German submarine U-126,Y,,,
1942,Invalid,AUSTRALIA,New South Wales,,,Invalid,,
1942,Watercraft,AUSTRALIA,New South Wales,,N,,,
1942,Unprovoked,AUSTRALIA,New South Wales,Swimming,Y,"Bull shark, 4 m [13']",,
1942,Provoked,AUSTRALIA,New South Wales,Surf-skiing,N,3 m [10'] shark,,
1942,Sea Disaster,INDONESIA,East Java,Captured Allied soldiers were squeezed into 3' bamboo pig baskets & fed to waiting sharks,Y,,,
1942,Watercraft,AUSTRALIA,Tasmania,Fishing for perch,N,,,
1942,Unprovoked,PHILIPPINES,Camiguin Island,"Sailing from Gingood, Misamis Oriental to Sagay (normally a 2-day voyage) capsized with 6 on board, three men were taken by sharks when they attempted to swim to shore.",Y,,,
1942,Watercraft,SOUTH AFRICA,Western Cape Province,,N,,,
1942,Watercraft,SOUTH AFRICA,Western Cape Province,,N,Said to involve a 6.5 m [21.5'] shark,,
1942,Unprovoked,BAHAMAS,Cay Sal Bank,Swimming along side N.E.L. vessel Saluda,N,1.2 m to 1.5 m [4' to 5'] shark,,
1942,Sea Disaster,,,Jumped overboard from torpedoed Panamanian freighter,Y,,,
1942,Sea Disaster,MID-PACIFC OCEAN,(Southwestern Pacific),"Plane forced down, 3 men on rubber life raft. Put hand over side to feel drift of boat",N,,,
1942,Sea Disaster,SOUTHWEST PACIFIC OCEAN,,Ditched plane in the sea & were adrift on a rubber life raft.,N,"Said to be “leopard sharks”, more probably tiger sharks",,
1942,Watercraft,,,"Days before the surrender of Singapore, the 3 men escaped to Sumatra where they acquired a 17' dinghy. After 125 days at sea they drifted back to Sumatra",N,,,
1942,Unprovoked,PANAMA,Panama City,Swimming,Y,,,
1941,Sea Disaster,SOUTH ATLANTIC OCEAN,,Torpedoed & burning British light cruiser with a crew of 450 men,Y,"Reportedly: oceanic whitetip sharks, blue sharks, tiger sharks & bull sharks",,
1941,Unprovoked,AUSTRALIA,Western Australia,Swimming,N,,,
1941,Sea Disaster,SOUTH ATLANTIC OCEAN,Off Libya,HMAS Parramatta torpedoed & sunk by the U-559,N,Tiger shark,,
1941,Sea Disaster,SOUTH ATLANTIC OCEAN,Off Libya,HMAS Parramatta torpedoed & sunk by the U-559,N,Tiger shark,,
1941,Sea Disaster,SOUTH ATLANTIC OCEAN,"North of Pernambuco, Brazil",British cruiser Dunedin torpedoed & sunk by the U-124,Y,,,
1941,Sea Disaster,AUSTRALIA,Western Australia,German raider Kormoran was sunk in an engagement with HMAS Sydney,N,,,
1941,Unprovoked,CARIBBEAN SEA,,SS Ethel Skakel foundered in Central America Hurricane of 1941,Y,,,
1941,Provoked,USA,New York,Fishing,N,,,
1941,Invalid,AUSTRALIA,New South Wales,Swimming,,Shark involvement prior to death unconfirmed,,
1941,Unprovoked,USA,South Carolina,Swimming at edge of channel,N,,,
1941,Watercraft,USA,New Jersey,Fishing for tuna,N,Mako shark,,
1941,Provoked,USA,Hawaii,Fishing,N,100-lb shark,,
1941,Provoked,USA,New York,Fishing from 32' boat,N,2.1 m [7'] shark,,
1941,Sea Disaster,PACIFIC OCEAN,Off coast of Ecuador,"Ditched aircraft, 3 men in the water. Swam for 31 hours",Y,,,
1941,Sea Disaster,SOUTH ATLANTIC OCEAN,,The troopship Britannia was sunk by the German raider Thor,N,,,
1941,Provoked,USA,California,Fishing,N,Mako shark (aka bonito shark) 1.2 m [4'],,
1941,Provoked,AUSTRALIA,New South Wales,Fishing,N,,,
1941,Provoked,JAMAICA,Trelawney Province,Seine netting,N,,,
1941,Unprovoked,SOUTH ATLANTIC OCEAN,In Convoy OB 274,Rescuing seaman after ship sunk by German raider,N,,,
1941,Sea Disaster,ATLANTIC OCEAN,,Adrift on raft after their ship was sunk by an Axis raider,Y,,,
1941,Unprovoked,SOLOMON ISLANDS,New Georgia,Floating,N,,,
1941,Unprovoked,IRAN,Khuzestan Province,Standing,Y,,,
1941,Unprovoked,IRAN,Khuzestan Province,,Y,,,
1941,Unprovoked,IRAN,Khuzestan Province,,N,,,
1941,Unprovoked,IRAN,Khuzestan Province,Slipped off rocks and fell into the water,Y,,,
1941,Unprovoked,IRAN,Khuzestan Province,Standing,Y,,,
1941,Unprovoked,PAPUA NEW GUINEA,,,N,,,
1940,Unprovoked,AUSTRALIA,New South Wales,Standing on sandbank,Y,,,
1940,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,Y,,,
1940,Unprovoked,AUSTRALIA,Queensland,Fishing,N,,,
1940,Provoked,AUSTRALIA,Northern Territory,Collecting fish in military trap when bitten by captured shark that had been shot by soldiers with Garten,N,,,
1940,Unprovoked,PANAMA,Panama Bay (Pacific Ocean),Bathing,Y,5.5 m [18'] shark,,
1940,Unprovoked,USA,South Carolina,Standing,N,,,
1940,Unprovoked,USA,South Carolina,Standing,N,,,
1940,Unprovoked,USA,North Carolina,Fishing,N,3 m [10'] shark,,
1940,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,Y,"White shark, species identity confirmed by tooth pattern",,
1940,Unprovoked,AUSTRALIA,New South Wales,Free diving for lobster,N,Wobbegong shark,,
1940,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,Y,"White shark, 160-kg [353-lb], identity confirmed by tooth pattern",,
1940,Watercraft,AUSTRALIA,New South Wales,Canoeing,N,,,
1940,Unprovoked,AUSTRALIA,New South Wales,Wading,Y,,,
1940,Unprovoked,AUSTRALIA,Queensland,Dived into the water,N,"""a small shark""",,
1940,Unprovoked,AUSTRALIA,New South Wales,Swimming,Y,3 m [10'] shark,,
1940,Unprovoked,AUSTRALIA,Queensland,Swimming,N,,,
1940,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,Y,2.4 m [8'] shark,,
1940,Unprovoked,AUSTRALIA,Queensland,Diving for trochus,N,,,
1940,Watercraft,SLOVENIA,Adriatic Sea,Boating,N,White shark,,
1940,Unprovoked,NEW GUINEA,Bwagaoia,,Y,,,
1940,Unprovoked,PAPUA NEW GUINEA,Western Papuan Gulf,male,N,,,
1940,Invalid,SOUTH AFRICA,Eastern Cape Province,Swimming,,Questionable incident,,
1940,Invalid,SOUTH AFRICA,KwaZulu-Natal,,,Questionable incident,,
1940,Invalid,SOUTH AFRICA,Eastern Cape Province,Standing in water with child in her arms,,Questionable incident,,
1939,Invalid,AUSTRALIA,New South Wales,Swimming,,"Questionable incident, said to involve a 6' shark",,
1939,Unprovoked,AUSTRALIA,Queensland,Swimming,Y,2.6 m [8.5'] shark landed 2 hours later,,
1939,Watercraft,AUSTRALIA,New South Wales,,N,"Blue pointer, 16'",,
1939,Provoked,AUSTRALIA,New South Wales,,N,whaler shark,,
1939,Watercraft,AUSTRALIA,New South Wales,,UNKNOWN,,,
1939,Watercraft,AUSTRALIA,New South Wales,,UNKNOWN,,,
1939,Unprovoked,SAMOA,,Fishing,Y,,,
1939,Unprovoked,AUSTRALIA,Queensland,"Free diving for trochus shell, swimming to dinghy",N,"Tiger shark, 4.3 m [14'], 3 tooth fragments retrieved from his wounds",,
1939,Unprovoked,USA,Hawaii,Spearfishing & had just speared a ulua,N,1.5 m [5'] shark,,
1939,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving,N,Tiger shark,,
1939,Provoked,USA,California,Fishing,N,,,
1939,Sea Disaster,PACIFIC OCEAN,,Japanese freighter Bokuyo Maru burned & sank,Y,,,
1939,Provoked,BAHAMAS,Andros Islands,"Dress diving, filming shark & pulling it through the water for a motion picture scene",N,"Nurse shark, 2.1 m [7']",,
1939,Provoked,USA,Texas,Seine netting,N,18' shark,,
1939,Unprovoked,USA,Virginia,Washed off freighter Huncliff by a freak wave,Y,,,
1939,Unprovoked,PAPUA NEW GUINEA,Morobe Province,Dived for a coin,Y,,,
1939,Unprovoked,PAPUA NEW GUINEA,Central Province,Dived for a coin,Y,"""a large shark""",,
1939,Unprovoked,INDIA,Tamil Nadu,Bathing/Swimming,Y,,,
1939,Provoked,NEW ZEALAND,North Island,Fishing,N,7' shark,,
1939,Unprovoked,AUSTRALIA,New South Wales,Scooping prawns,N,7' shark,,
1939,Sea Disaster,SRI LANKA,,She was on a ship that was torpedoes & was in the water awaiting rescue,N,,,
1939,Watercraft,BAHAMAS,Andros Islands,Fishing,N,Tiger shark,,
1939,Unprovoked,VENEZUELA,Carabobo,Bathing,Y,,,
1939,Unprovoked,CURACAO,Ascension Bay,Diving,N,Tiger shark,,
1939,Unprovoked,PAPUA NEW GUINEA,"Abau Sub District, Central Province",Swimming to anchored boat,Y,,,
1938,Unprovoked,AUSTRALIA,New South Wales,Swimming,Y,,,
1938,Provoked,AUSTRALIA,Queensland,Fishing,N,"Tiger shark, 6'",,
1938,Unprovoked,CHINA,North China,Swimming alongside warship Tsingt-ao,Y,,,
1938,Provoked,USA,California,Fishing,N,,,
1938,Unprovoked,USA,South Carolina,Swimming,N,,,
1938,Provoked,TURKEY,,Fishing,N,,,
1938,Provoked,USA,California,"Fishing, removing gaff from shark's mouth",N,,,
1938,Unprovoked,AUSTRALIA,Torres Strait,"Hardhat diving from Japanese pearling lugger, Reiyo Maru",Y,,,
1938,Unprovoked,NICARAGUA,Lower San Juan River,"The schooner Elizabeth, bound from Bluefields, Nicaragua to the river port of San Carlos foundered",Y,Thought to involve bull sharks,,
1938,Unprovoked,AUSTRALIA,New South Wales,Hardhat diving,N,6' shark,,
1938,Unprovoked,COSTA RICA,Nicoya Peninsula,Fishing,Y,,,
1938,Unprovoked,IRAQ,Basrah City,"Swimming, naked",N,Bull shark,,
1938,Unprovoked,INDIA,West Bengal,Bathing,Y,,,
1938,Unprovoked,FIJI,Viti Levu,Wading,N,,,
1938,Unprovoked,AUSTRALIA,Northern Territory,Canoe capsized by shark,N,,,
1938,Provoked,AUSTRALIA,New South Wales,Fishing,N,"Tiger shark, 3'",,
1938,Provoked,SOUTH AFRICA,KwaZulu-Natal,"Watching seine netters with friends, one of whom picked up a netted shark",N,,,
1938,Invalid,AUSTRALIA,New South Wales,Diving off jetty,,Questionable incident,,
1938,Unprovoked,AUSTRALIA,New South Wales,Surf skiing,N,,,
1938,Unprovoked,EGYPT,,Sponge diving,Y,,,
1938,Unprovoked,TRINIDAD & TOBAGO,Trinidad,Body surfing,N,"""grey-colored shark""",,
1938,Provoked,USA,North Carolina,Fishing,N,,,
1938,Unprovoked,AUSTRALIA,Torres Strait,Diving,N,,,
1938,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,N,,,
1937,Sea Disaster,USA,North Carolina,"Tzenny Chandris, a Greek freighter laden with scrap iron, foundered in heavy weather",Y,,,
1937,Unprovoked,AUSTRALIA,Torres Strait,Diving for trochus,Y,12' shark,,
1937,Sea Disaster,SOLOMON ISLANDS,,"Two canoes with 14 aboard blown to sea in a storm. While adrift for 3 week, one person fell overboard and was killed by a shark",Y,,,
1937,Unprovoked,AUSTRALIA,Queensland,Swimming,Y,Tiger shark,,
1937,Unprovoked,AUSTRALIA,Queensland,Swimming,Y,"Tiger shark, 3.6 m [11'9""], 850-kg [1874-lb] female, contained Girvan's remains",,
1937,Unprovoked,AUSTRALIA,New South Wales,Swimming near jetty,N,2.4 m [8'] shark,,
1937,Unprovoked,AUSTRALIA,New South Wales,Surf skiing,N,2.6 m [8.5'] shark,,
1937,Provoked,CROATIA,Split-Dalmatia County,Fishing,N,,,
1937,Watercraft,SCOTLAND,Argyllshire,Pleasure boating,N,Basking shark,,
1937,Watercraft,SCOTLAND,Arran,Fishing,N,Basking shark,,
1937,Unprovoked,SCOTLAND,Argyll,Rowing,N,Basking shark,,
1937,Unprovoked,AUSTRALIA,Torres Strait,"Diving from the lugger San, operated by the Protector of the Aborigines",N,"Tiger shark, 9' to 10'",,
1937,Invalid,TURKEY,,Swimming,,Invalid,,
1937,Unprovoked,PANAMA,Colon Province,Swimming,Y,,,
1937,Unprovoked,AUSTRALIA,Northern Territory,Pearl diving,Y,,,
1937,Invalid,ITALY,Liguria,,,Invalid,,
1937,Unprovoked,GREECE,,,Y,,,
1937,Provoked,AUSTRALIA,New South Wales,"Fishing from launch, fell into net with shark",N,"Whaler shark, 4 m [13']",,
1937,Unprovoked,USA,Texas,Swimming,Y,,,
1937,Provoked,USA,Texas,Fishing,N,4' shark,,
1937,Unprovoked,AUSTRALIA,Queensland,"Refused permission to cross on the ferry, he was swimming across the river",Y,2 days later a 600-lb shark was caught 100 yards from the site,,
1937,Invalid,AUSTRALIA,New South Wales,Bathing,,Shark involvement prior to death was not confirmed,,
1937,Invalid,AUSTRALIA,Victoria,Swimming,,Shark involvement prior to death was not confirmed,,
1937,Unprovoked,AUSTRALIA,New South Wales,Swimming,Y,White shark,,
1937,Unprovoked,AUSTRALIA,New South Wales,Swimming ashore after launch capsized,N,,,
1937,Watercraft,AUSTRALIA,New South Wales,Fishing,N,,,
1937,Provoked,AUSTRALIA,Queensland,Fishing,N,"3' ""blue nosed"" shark",,
1937,Invalid,AUSTRALIA,South Australia,12 of the Penang's crew were returning to the ship when their 12' dinghy capsized,,Shark involvement prior to death was not confirmed,,
1937,Provoked,AUSTRALIA,New South Wales,Holding shark's tail,N,"Grey nurse shark, 8'",,
1937,Unprovoked,AUSTRALIA,Torres Strait,,N,,,
1936,Unprovoked,USA,Hawaii,"Diving, attempting to retrieve body of drowning victim wedged between rocks",N,6 m [20'] shark,,
1936,Watercraft,AUSTRALIA,Queensland,Sculling,N,3 m [10'] shark,,
1936,Provoked,AUSTRALIA,New South Wales,Fishing for the shark that killed George Lundberg,N,,,
1936,Unprovoked,AUSTRALIA,New South Wales,Swimming,Y,,,
1936,Watercraft,AUSTRALIA,Victoria,Fishing,Y,Thought to involve a 12' white shark,,
1936,Provoked,AUSTRALIA,Torres Strait,Spearfishing,N,0.9 m [3'] shark,,
1936,,VIETNAM,,Wreck of a sampam,Y,,,
1936,Unprovoked,USA,Hawaii,Swimming,N,,,
1936,Unprovoked,AUSTRALIA,Torres Strait,"Trochus diving, but floating on surface",N,Large tiger shark seen in the vicinity the following morning,,
1936,Unprovoked,ICELAND,Fishing Grounds,Swept overboard,N,,,
1936,Provoked,CANADA,Newfoundland,Fishing for cod,N,"Shovelnose shark, 6 m [20']",,
1936,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving,N,,,
1936,Watercraft,USA,North Carolina,Fishing,N,,,
1936,Unprovoked,USA,Massachusetts,Swimming crawl stroke,Y,White shark (identified by Dr. Hugh Smith),,
1936,Watercraft,USA,New Jersey,Fishing for bluefish,N,"Blue shark, 8' [2.4 m], 500-lb",,
1936,Unprovoked,AUSTRALIA,Torres Strait,Diving,N,,,
1936,Watercraft,SOUTH AFRICA,Western Cape Province,"Fishing, catching snoek, Thyrsites atun",N,,,
1936,Unprovoked,AUSTRALIA,Torres Strait,"Diving for trochus , but swimming on surface",Y,"Tiger shark, 2.4 m [8']",,
1936,Unprovoked,USA,Florida,Swimming,Y,,,
1936,Unprovoked,AUSTRALIA,Queensland,Diving for trochus,N,"Tiger shark, 4.6 m [15']",,
1936,Unprovoked,AUSTRALIA,Queensland,Diving,N,,,
1936,Provoked,USA,Florida,Fishing,N,650-lb shark,,
1936,Unprovoked,AUSTRALIA,Torres Strait,Among 31 survivors of crew from the sampan Fukulya Maru (which reached Thursday Island in rowing boat) was a man whose arm had been bitten off by shark. The sampan wrecked west of McArthur island,N,,,
1936,Unprovoked,AUSTRALIA,Queensland,Diving for trochus,N,,,
1936,Watercraft,AUSTRALIA,Northern Territory,Rowing,N,,,
1936,Provoked,AUSTRALIA,New South Wales,Touching the mouth of a supposedly dead shark,N,,,
1936,Unprovoked,AUSTRALIA,Queensland,Sculling,N,10' shark,,
1936,Unprovoked,AUSTRALIA,New South Wales,Swimming,Y,White shark,,
1936,Unprovoked,AUSTRALIA,South Australia,"Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",Y,White shark,,
1936,Invalid,AUSTRALIA,Queensland,Surfing,,Shark involvement prior to death was not confirmed,,
1936,Provoked,AUSTRALIA,New South Wales,Paddleskiing,N,2.3 m [7'] shark,,
1936,Unprovoked,AUSTRALIA,Victoria,Swimming,Y,,,
1935,Provoked,AUSTRALIA,Victoria,Cruising,N,4.3 m [14'] shark,,
1935,Unprovoked,AUSTRALIA,Torres Strait,Diving?,N,,,
1935,Unprovoked,USA,North Carolina,Swimming,Y,,,
1935,Unprovoked,PAPUA NEW GUINEA,Central Province,Swimming,Y,,,
1935,Unprovoked,AUSTRALIA,Queensland,"Fell overboard, hanging onto lifebuoy",Y,3.7 m [12'] shark,,
1935,Invalid,UNITED KINGDOM,Isle of Wight,Fishing,,Invalid,,
1935,Unprovoked,AUSTRALIA,Torres Strait,Diving for beche-de-mer from lugger,Y,,,
1935,Invalid,USA,California,fishing boat exploded & sank,,Invalid,,
1935,Invalid,USA,California,fishing boat exploded & sank,,Invalid,,
1935,Unprovoked,PANAMA,,"Fishing with dynamite, afterwards in water retrieving catch",Y,,,
1935,Unprovoked,CROATIA,Adriatic Sea,Swimming,Y,,,
1935,Unprovoked,USA,New Jersey,"Fishing for bluefish, shark leapt into dory",N,4.6 m [15'] shark,,
1935,Unprovoked,SOLOMON ISLANDS,Makira-Uluwa Province,Fishing,Y,,,
1935,Watercraft,AUSTRALIA,South Australia,,N,,,
1935,Unprovoked,PAPUA NEW GUINEA,Northern (Oro) Province,,N,,,
1935,Provoked,SOUTH AFRICA,KwaZulu-Natal,Put foot inside a landed & supposedly dead shark,N,"White shark, 246-kg",,
1935,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving,N,1.8 m [6'] shark,,
1935,Invalid,AUSTRALIA,New South Wales,"Disappeared 11 days earlier, probable homicide victim",,Invalid,,
1935,Unprovoked,,,Diving,N,,,
1935,Unprovoked,USA,California,,N,,,
1935,Unprovoked,AUSTRALIA,Queensland,Diving from dinghy for trochus shell,N,,,
1935,Provoked,SOUTH AFRICA,KwaZulu-Natal,Put foot inside mouth of supposedly dead shark,N,,,
1935,Unprovoked,AUSTRALIA,Torres Strait,"Pearl diving, but standing in the water",N,Tiger shark 3 m [10'],,
1935,Provoked,AUSTRALIA,Queensland,Hauling in net with shark in it,N,"""Blue nose shark""",,
1935,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,,,
1935,Unprovoked,AUSTRALIA,New South Wales,Swimming,Y,"White shark, 4 m [13']",,
1935,Unprovoked,AUSTRALIA,New South Wales,Standing,Y,"White shark, 3.5 m to 4 m [11.5' to 13']",,
1935,Unprovoked,AUSTRALIA,New South Wales,Surfing (pneumatic surfboard),N,,,
1935,Unprovoked,AUSTRALIA,New South Wales,Fishing,N,"Tiger shark, 12'",,
1935,Watercraft,AUSTRALIA,Queensland,Fishing for sharks,N,2 sharks,,
1935,Invalid,ISRAEL,Herzliyah,,,Shark involvement prior to death unconfirmed,,
1935,Invalid,AUSTRALIA,Queensland,,,Invalid,,
1934,Unprovoked,AUSTRALIA,New South Wales,Splashing,N,"Tiger shark, 1.5 m [5']",,
1934,Unprovoked,AUSTRALIA,New South Wales,Swimming (lead swimmer in race),Y,,,
1934,Unprovoked,AUSTRALIA,New South Wales,Taken as he dived into the water,Y,,,
1934,Unprovoked,AUSTRALIA,New South Wales,Swimming & splashing,N,,,
1934,Unprovoked,AUSTRALIA,Northern Territory,Bathing,Y,,,
1934,Provoked,BERMUDA,Hamilton,Fishing,N,,,
1934,Unprovoked,AUSTRALIA,Torres Strait,Freediving for trochus shell (submerged),Y,,,
1934,Provoked,BERMUDA,Hamilton,Fishing,N,1.5 m [5'] shark,,
1934,Watercraft,ITALY,Sicily,Fishing on a boat,N,"White shark, 4 m [13']",,
1934,Invalid,ITALY / CROATIA,,Swimming,,Invalid,,
1934,Unprovoked,AUSTRALIA,Queensland,Dived into sea from launch & bitten immediately,Y,,,
1934,Unprovoked,CROATIA,Adriatic Sea,Swimming,Y,White shark,,
1934,Unprovoked,USA,Georgia,Swimming,N,,,
1934,Watercraft,AUSTRALIA,New South Wales,Fishing,N,"Blue pointer, 11'",,
1934,Provoked,AUSTRALIA,New South Wales,Fishing,N,"A 6.5' ""blue-nosed shark""",,
1934,Unprovoked,USA,Florida,Standing,Y,,,
1934,Unprovoked,AUSTRALIA,Queensland,Body surfing,N,,,
1934,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,Y,,,
1934,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,N,,,
1934,Unprovoked,AUSTRALIA,New South Wales,Swimming in waist-deep water,Y,4.3 m [14'] shark seen in vicinity,,
1934,Unprovoked,AUSTRALIA,New South Wales,Swimming in hip-deep water,Y,4 m [13'] shark seen in vicinity,,
1934,Provoked,AUSTRALIA,New South Wales,Fishing,N,"Mako shark, 3.7 m [12'] identified by tooth fragments by G.P. Whitley",,
1934,Unprovoked,AUSTRALIA,Torres Strait,Splashing in water,N,3.4 m [11'] tiger shark & a 5' shark,,
1934,Unprovoked,CHILE,Elqui Province,Fell into the water,Y,,,
1934,Watercraft,TURKEY,Istanbul,Fishing,N,,,
1934,Unprovoked,AUSTRALIA,New South Wales,Swimming outside the safety enclosure attempting to retrieve a tennis ball drifting toward midstream,N,,,
1934,Unprovoked,AUSTRALIA,New South Wales,Swimming on sandbar adjacent to channel,N,4.3 m [14'] shark seen in area previous week,,
1933,Unprovoked,AUSTRALIA,Torres Strait,Free diving for trochus,Y,"Tiger shark, 3.4 m [11']",,
1933,Unprovoked,AUSTRALIA,Queensland,Pearl diving,N,Tiger shark,,
1933,Unprovoked,AUSTRALIA,Queensland,Diving,N,,,
1933,Watercraft,ISRAEL,,Fishing,N,3 sharks,,
1933,Provoked,USA,California,"Fishing, caught a 15' shark & took it onboard",N,"Blue shark, 4.5 m [14'9""]",,
1933,Unprovoked,USA,South Carolina,Bathing,N,,,
1933,Unprovoked,USA,Connecticut,Swimming,N,,,
1933,Unprovoked,USA,California,,N,Tiger shark,,
1933,Unprovoked,AUSTRALIA,Western Australia,Pearl diving,N,,,
1933,Unprovoked,USA,South Carolina,Sitting in 3' of water,N,Thought to involve a 2.4 m [8'] lemon shark; two 2.4 m lemon sharks caught within 100 yds of the site a week prior to & a week after this incident,,
1933,Unprovoked,USA,South Carolina,Standing,N,,,
1933,Invalid,AUSTRALIA,Northern Territory,Fishing,,Invalid,,
1933,Sea Disaster,BARBADOS,St Michael Parish,Yacht of Michael Howell capsized,Y,,,
1933,Provoked,AUSTRALIA,Queensland,Fishing,N,7' to 8' shark,,
1933,Unprovoked,AUSTRALIA,Queensland,Treading water,N,,,
1933,Sea Disaster,CUBA,Havana Province,Swimming to shore from capsized sailboat,Y,,,
1933,Unprovoked,USA,Florida,Swimming,Y,Possibly a bull shark or tiger shark,,
1933,Unprovoked,AUSTRALIA,New South Wales,Standing on his hands,N,10' shark,,
